,asset_name,asset_name,{true;false},{true;false},{true;false},{true;false},kEUR/MWh,kEUR/MW/year,MW,MW,MW,MW,p.u.
electricity,AT_E_Balance,HU_E_Demand,True,True,False,False,38,2.6957550984694505,,1000,800,0,0.9
electricity,HU_E_Balance,SI_E_Demand,True,True,False,False,37,2.6957550984694505,,1000,1200,0,0.9
electricity,SI_E_Balance,HU_E_Demand,True,True,False,False,37,2.6957550984694505,,1000,1200,0,0.9
electricity,HU_E_Balance,HU_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,HU_E_ENS,HU_E_Demand,True,False,True,False,1000.0,0.0,,1000,0,0,1.0
electricity,HU_Wind_Onshore,HU_E_Balance,True,False,True,False,2.06,0.0,,1000,0,0,1.0
electricity,HU_Solar,HU_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,HU_Hydro,HU_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,HU_Nuclear,HU_E_Balance,True,False,True,False,11.5,0.0,,1000,0,0,1.0
electricity,HU_E_Balance,HU_Battery,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,HU_Battery,HU_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,HU_Battery,HU_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
hydrogen,HU_Blue_Hydrogen,HU_H_Demand,True,False,True,False,57.25,0.0,,1000,0,0,1.0
electricity,HU_E_Balance,HU_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
hydrogen,HU_PEMEC,HU_H2Tank,True,False,True,False,0.0,0.0,,1000,0,0,0.585
hydrogen,HU_PEMEC,HU_H_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.585
electricity,HU_PEMFC,HU_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.5
hydrogen,HU_H2Tank,HU_PEMFC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
hydrogen,HU_H2Tank,HU_H_Demand,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,SK_E_Balance,CZ_E_Demand,True,True,False,False,30,2.6957550984694505,,1000,1800,0,0.9
electricity,CZ_E_Balance,SK_E_Demand,True,True,False,False,30,2.6957550984694505,,1000,1800,0,0.9
electricity,SK_E_Balance,HU_E_Demand,True,True,False,False,19,2.6957550984694505,,1000,2600,0,0.9
electricity,HU_E_Balance,SK_E_Demand,True,True,False,False,19,2.6957550984694505,,1000,2600,0,0.9
electricity,SK_E_Balance,PL_E_Demand,True,True,False,False,40,2.6957550984694505,,1000,990,0,0.9
electricity,PL_E_Balance,SK_E_Demand,True,True,False,False,40,2.6957550984694505,,1000,990,0,0.9
electricity,SK_E_Balance,SK_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,SK_E_ENS,SK_E_Demand,True,False,True,False,1000.0,0.0,,1000,0,0,1.0
electricity,SK_Wind_Onshore,SK_E_Balance,True,False,True,False,2.06,0.0,,1000,0,0,1.0
electricity,SK_Solar,SK_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,SK_Hydro,SK_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,SK_Hydro_Reservoir,SK_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,SK_Nuclear,SK_E_Balance,True,False,True,False,11.5,0.0,,1000,0,0,1.0
electricity,SK_E_Balance,SK_Battery,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,SK_Battery,SK_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,SK_Battery,SK_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,SK_E_Balance,SK_Pump_Hydro_Closed,True,False,True,False,0.0,0.0,,1000,0,0,0.875
electricity,SK_Pump_Hydro_Closed,SK_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,0.875
electricity,SK_E_Balance,SK_Pump_Hydro_Open,True,False,True,False,0.0,0.0,,1000,0,0,0.875
electricity,SK_Pump_Hydro_Open,SK_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,0.875
electricity,SK_E_Balance,SK_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
hydrogen,SK_PEMEC,SK_H2Tank,True,False,True,False,0.0,0.0,,1000,0,0,0.585
electricity,SK_PEMFC,SK_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.5
hydrogen,SK_H2Tank,SK_PEMFC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,LT_E_Balance,SE_E_Demand,True,True,False,False,93,2.6957550984694505,,1000,700,0,0.9
electricity,SE_E_Balance,LT_E_Demand,True,True,False,False,93,2.6957550984694505,,1000,700,0,0.9
electricity,LT_E_Balance,PL_E_Demand,True,True,False,False,45,2.6957550984694505,,1000,700,0,0.9
electricity,PL_E_Balance,LT_E_Demand,True,True,False,False,45,2.6957550984694505,,1000,700,0,0.9
electricity,LT_E_Balance,LT_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,LT_E_ENS,LT_E_Demand,True,False,True,False,1000.0,0.0,,1000,0,0,1.0
electricity,LT_Wind_Onshore,LT_E_Balance,True,False,True,False,2.06,0.0,,1000,0,0,1.0
electricity,LT_Wind_Offshore,LT_E_Balance,True,False,True,False,4.17,0.0,,1000,0,0,1.0
electricity,LT_Solar,LT_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,LT_Hydro,LT_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,LT_E_Balance,LT_Battery,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,LT_Battery,LT_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,LT_Battery,LT_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,LT_E_Balance,LT_Pump_Hydro_Closed,True,False,True,False,0.0,0.0,,1000,0,0,0.875
electricity,LT_Pump_Hydro_Closed,LT_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,0.875
electricity,LT_E_Balance,LT_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
hydrogen,LT_PEMEC,LT_H2Tank,True,False,True,False,0.0,0.0,,1000,0,0,0.585
electricity,LT_PEMFC,LT_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.5
hydrogen,LT_H2Tank,LT_PEMFC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,LV_E_Balance,LT_E_Demand,True,True,False,False,19,2.6957550984694505,,1000,950,0,0.9
electricity,LT_E_Balance,LV_E_Demand,True,True,False,False,19,2.6957550984694505,,1000,950,0,0.9
electricity,LV_E_Balance,LV_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,LV_E_ENS,LV_E_Demand,True,False,True,False,1000.0,0.0,,1000,0,0,1.0
electricity,LV_Wind_Onshore,LV_E_Balance,True,False,True,False,2.06,0.0,,1000,0,0,1.0
electricity,LV_Wind_Offshore,LV_E_Balance,True,False,True,False,4.17,0.0,,1000,0,0,1.0
electricity,LV_Solar,LV_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,LV_Hydro,LV_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,LV_E_Balance,LV_Battery,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,LV_Battery,LV_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,LV_Battery,LV_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,LV_E_Balance,LV_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
hydrogen,LV_PEMEC,LV_H2Tank,True,False,True,False,0.0,0.0,,1000,0,0,0.585
electricity,LV_PEMFC,LV_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.5
hydrogen,LV_H2Tank,LV_PEMFC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,EE_E_Balance,LV_E_Demand,True,True,False,False,20,2.6957550984694505,,1000,1100,0,0.9
electricity,LV_E_Balance,EE_E_Demand,True,True,False,False,20,2.6957550984694505,,1000,1100,0,0.9
electricity,EE_E_Balance,EE_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,EE_E_ENS,EE_E_Demand,True,False,True,False,1000.0,0.0,,1000,0,0,1.0
electricity,EE_Wind_Onshore,EE_E_Balance,True,False,True,False,2.06,0.0,,1000,0,0,1.0
electricity,EE_Wind_Offshore,EE_E_Balance,True,False,True,False,4.17,0.0,,1000,0,0,1.0
electricity,EE_Solar,EE_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,EE_E_Balance,EE_Battery,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,EE_Battery,EE_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,EE_Battery,EE_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,EE_E_Balance,EE_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
hydrogen,EE_PEMEC,EE_H2Tank,True,False,True,False,0.0,0.0,,1000,0,0,0.585
electricity,EE_PEMFC,EE_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.5
hydrogen,EE_H2Tank,EE_PEMFC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,FI_E_Balance,EE_E_Demand,True,True,False,False,57,2.6957550984694505,,1000,1016,0,0.9
electricity,EE_E_Balance,FI_E_Demand,True,True,False,False,57,2.6957550984694505,,1000,1016,0,0.9
electricity,FI_E_Balance,SE_E_Demand,True,True,False,False,53,2.6957550984694505,,1000,2100,0,0.9
electricity,SE_E_Balance,FI_E_Demand,True,True,False,False,53,2.6957550984694505,,1000,2100,0,0.9
electricity,FI_E_Balance,FI_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,FI_E_ENS,FI_E_Demand,True,False,True,False,1000.0,0.0,,1000,0,0,1.0
electricity,FI_Wind_Onshore,FI_E_Balance,True,False,True,False,2.06,0.0,,1000,0,0,1.0
electricity,FI_Wind_Offshore,FI_E_Balance,True,False,True,False,4.17,0.0,,1000,0,0,1.0
electricity,FI_Solar,FI_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,FI_Hydro_Reservoir,FI_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,FI_Nuclear,FI_E_Balance,True,False,True,False,11.5,0.0,,1000,0,0,1.0
electricity,FI_E_Balance,FI_Battery,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,FI_Battery,FI_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,FI_Battery,FI_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
hydrogen,FI_Blue_Hydrogen,FI_H_Demand,True,False,True,False,57.25,0.0,,1000,0,0,1.0
electricity,FI_E_Balance,FI_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
hydrogen,FI_PEMEC,FI_H2Tank,True,False,True,False,0.0,0.0,,1000,0,0,0.585
hydrogen,FI_PEMEC,FI_H_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.585
electricity,FI_PEMFC,FI_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.5
hydrogen,FI_H2Tank,FI_PEMFC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
hydrogen,FI_H2Tank,FI_H_Demand,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,HR_E_Balance,HU_E_Demand,True,True,False,False,34,2.6957550984694505,,1000,1700,0,0.9
electricity,HU_E_Balance,HR_E_Demand,True,True,False,False,34,2.6957550984694505,,1000,1700,0,0.9
electricity,HR_E_Balance,SI_E_Demand,True,True,False,False,13,2.6957550984694505,,1000,2000,0,0.9
electricity,SI_E_Balance,HR_E_Demand,True,True,False,False,13,2.6957550984694505,,1000,2000,0,0.9
electricity,HR_E_Balance,HR_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,HR_E_ENS,HR_E_Demand,True,False,True,False,1000.0,0.0,,1000,0,0,1.0
electricity,HR_Wind_Onshore,HR_E_Balance,True,False,True,False,2.06,0.0,,1000,0,0,1.0
electricity,HR_Solar,HR_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,HR_Hydro,HR_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,HR_Hydro_Reservoir,HR_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,HR_E_Balance,HR_Battery,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,HR_Battery,HR_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,HR_Battery,HR_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,HR_E_Balance,HR_Pump_Hydro_Open,True,False,True,False,0.0,0.0,,1000,0,0,0.875
electricity,HR_Pump_Hydro_Open,HR_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,0.875
electricity,HR_E_Balance,HR_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
hydrogen,HR_PEMEC,HR_H2Tank,True,False,True,False,0.0,0.0,,1000,0,0,0.585
electricity,HR_PEMFC,HR_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.5
hydrogen,HR_H2Tank,HR_PEMFC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,GR_E_Balance,IT_E_Demand,True,True,False,False,90,2.6957550984694505,,1000,500,0,0.9
electricity,IT_E_Balance,GR_E_Demand,True,True,False,False,90,2.6957550984694505,,1000,500,0,0.9
electricity,GR_E_Balance,GR_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,GR_E_ENS,GR_E_Demand,True,False,True,False,1000.0,0.0,,1000,0,0,1.0
electricity,GR_Wind_Onshore,GR_E_Balance,True,False,True,False,2.06,0.0,,1000,0,0,1.0
electricity,GR_Wind_Offshore,GR_E_Balance,True,False,True,False,4.17,0.0,,1000,0,0,1.0
electricity,GR_Solar,GR_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,GR_Hydro,GR_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,GR_Hydro_Reservoir,GR_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,GR_E_Balance,GR_Battery,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,GR_Battery,GR_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,GR_Battery,GR_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,GR_E_Balance,GR_Pump_Hydro_Closed,True,False,True,False,0.0,0.0,,1000,0,0,0.875
electricity,GR_Pump_Hydro_Closed,GR_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,0.875
electricity,GR_E_Balance,GR_Pump_Hydro_Open,True,False,True,False,0.0,0.0,,1000,0,0,0.875
electricity,GR_Pump_Hydro_Open,GR_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,0.875
hydrogen,GR_Blue_Hydrogen,GR_H_Demand,True,False,True,False,57.25,0.0,,1000,0,0,1.0
electricity,GR_E_Balance,GR_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
hydrogen,GR_PEMEC,GR_H2Tank,True,False,True,False,0.0,0.0,,1000,0,0,0.585
hydrogen,GR_PEMEC,GR_H_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.585
electricity,GR_PEMFC,GR_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.5
hydrogen,GR_H2Tank,GR_PEMFC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
hydrogen,GR_H2Tank,GR_H_Demand,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,BG_E_Balance,GR_E_Demand,True,True,False,False,47,2.6957550984694505,,1000,1700,0,0.9
electricity,GR_E_Balance,BG_E_Demand,True,True,False,False,47,2.6957550984694505,,1000,1700,0,0.9
electricity,BG_E_Balance,BG_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,BG_E_ENS,BG_E_Demand,True,False,True,False,1000.0,0.0,,1000,0,0,1.0
electricity,BG_Wind_Onshore,BG_E_Balance,True,False,True,False,2.06,0.0,,1000,0,0,1.0
electricity,BG_Solar,BG_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,BG_Hydro,BG_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,BG_Hydro_Reservoir,BG_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,BG_Nuclear,BG_E_Balance,True,False,True,False,11.5,0.0,,1000,0,0,1.0
electricity,BG_E_Balance,BG_Battery,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,BG_Battery,BG_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,BG_Battery,BG_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,BG_E_Balance,BG_Pump_Hydro_Closed,True,False,True,False,0.0,0.0,,1000,0,0,0.875
electricity,BG_Pump_Hydro_Closed,BG_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,0.875
electricity,BG_E_Balance,BG_Pump_Hydro_Open,True,False,True,False,0.0,0.0,,1000,0,0,0.875
electricity,BG_Pump_Hydro_Open,BG_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,0.875
electricity,BG_E_Balance,BG_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
hydrogen,BG_PEMEC,BG_H2Tank,True,False,True,False,0.0,0.0,,1000,0,0,0.585
electricity,BG_PEMFC,BG_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.5
hydrogen,BG_H2Tank,BG_PEMFC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,RO_E_Balance,BG_E_Demand,True,True,False,False,36,2.6957550984694505,,1000,1500,0,0.9
electricity,BG_E_Balance,RO_E_Demand,True,True,False,False,36,2.6957550984694505,,1000,1500,0,0.9
electricity,RO_E_Balance,HU_E_Demand,True,True,False,False,43,2.6957550984694505,,1000,500,0,0.9
electricity,HU_E_Balance,RO_E_Demand,True,True,False,False,43,2.6957550984694505,,1000,500,0,0.9
electricity,RO_E_Balance,RO_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,RO_E_ENS,RO_E_Demand,True,False,True,False,1000.0,0.0,,1000,0,0,1.0
electricity,RO_Wind_Onshore,RO_E_Balance,True,False,True,False,2.06,0.0,,1000,0,0,1.0
electricity,RO_Solar,RO_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,RO_Hydro,RO_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,RO_Hydro_Reservoir,RO_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,RO_Nuclear,RO_E_Balance,True,False,True,False,11.5,0.0,,1000,0,0,1.0
electricity,RO_E_Balance,RO_Battery,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,RO_Battery,RO_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,RO_Battery,RO_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,RO_E_Balance,RO_Pump_Hydro_Open,True,False,True,False,0.0,0.0,,1000,0,0,0.875
electricity,RO_Pump_Hydro_Open,RO_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,0.875
hydrogen,RO_Blue_Hydrogen,RO_H_Demand,True,False,True,False,57.25,0.0,,1000,0,0,1.0
electricity,RO_E_Balance,RO_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
hydrogen,RO_PEMEC,RO_H2Tank,True,False,True,False,0.0,0.0,,1000,0,0,0.585
hydrogen,RO_PEMEC,RO_H_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.585
electricity,RO_PEMFC,RO_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.5
hydrogen,RO_H2Tank,RO_PEMFC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
hydrogen,RO_H2Tank,RO_H_Demand,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,CY_E_Balance,GR_E_Demand,True,True,False,False,104,2.6957550984694505,,1000,1000,0,0.9
electricity,GR_E_Balance,CY_E_Demand,True,True,False,False,104,2.6957550984694505,,1000,1000,0,0.9
electricity,CY_E_Balance,CY_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,CY_E_ENS,CY_E_Demand,True,False,True,False,1000.0,0.0,,1000,0,0,1.0
electricity,CY_Wind_Onshore,CY_E_Balance,True,False,True,False,2.06,0.0,,1000,0,0,1.0
electricity,CY_Solar,CY_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,CY_E_Balance,CY_Battery,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,CY_Battery,CY_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,CY_Battery,CY_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,CY_E_Balance,CY_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
hydrogen,CY_PEMEC,CY_H2Tank,True,False,True,False,0.0,0.0,,1000,0,0,0.585
electricity,CY_PEMFC,CY_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.5
hydrogen,CY_H2Tank,CY_PEMFC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
